employee_completion_rate,employee_failure_rate,employee_rejection_rate,current_active_tasks,task_priority,category_match_rate,high_priority_success_rate,is_successful
0.665,0.052,0.283,2,1,0.355,0.986,0
0.609,0.237,0.154,9,2,0.745,0.803,0
0.52,0.106,0.053,14,3,0.671,0.987,0
0.55,0.326,0.124,7,2,0.173,0.291,0
0.645,0.212,0.143,5,4,0.203,0.994,0
0.621,0.302,0.008,9,4,0.439,0.283,0
0.55,0.088,0.004,13,3,0.769,0.532,0
0.646,0.177,0.039,8,1,0.85,0.391,0
0.732,0.206,0.063,8,2,0.113,0.963,0
0.535,0.308,0.129,10,4,0.396,0.709,0
0.422,0.042,0.146,5,2,0.482,0.678,0
0.652,0.314,0.034,1,3,0.92,0.998,1
0.611,0.248,0.141,8,3,0.551,0.69,0
0.37,0.108,0.179,1,1,0.343,0.717,0
0.468,0.329,0.088,2,3,0.451,0.236,0
0.399,0.207,0.004,5,1,0.493,0.887,0
0.544,0.185,0.023,1,2,0.703,0.976,1
0.615,0.126,0.118,4,4,0.137,0.968,0
0.747,0.211,0.042,1,4,0.451,0.377,1
0.651,0.252,0.097,11,1,0.682,0.381,0
0.676,0.151,0.173,3,4,0.355,0.493,1
0.547,0.252,0.164,14,1,0.633,0.448,0
0.718,0.226,0.056,10,1,0.422,0.444,0
0.619,0.28,0.101,10,2,0.783,0.684,0
0.828,0.017,0.155,2,2,0.155,0.844,0
0.553,0.255,0.192,4,3,0.926,0.949,0
0.388,0.183,0.226,5,1,0.254,0.254,0
0.741,0.101,0.159,12,2,0.243,0.422,0
0.528,0.097,0.109,6,1,0.857,0.404,0
0.721,0.178,0.101,9,1,0.882,0.486,0
0.349,0.355,0.264,7,1,0.184,0.539,0
0.422,0.151,0.012,8,2,0.918,0.511,0
0.601,0.201,0.198,13,1,0.346,0.962,0
0.459,0.039,0.199,3,1,0.657,0.55,0
0.692,0.149,0.16,3,3,0.162,0.641,0
0.495,0.397,0.011,6,1,0.443,0.799,0
0.605,0.249,0.147,11,3,0.506,0.78,0
0.774,0.083,0.143,14,1,0.64,0.666,0
0.659,0.201,0.032,9,3,0.573,0.889,0
0.514,0.093,0.083,9,2,0.515,0.699,0
0.449,0.164,0.267,10,2,0.964,0.9,0
0.323,0.312,0.165,8,4,0.267,0.442,0
0.513,0.308,0.124,10,1,0.242,0.306,0
0.757,0.091,0.022,1,4,0.742,0.856,1
0.621,0.24,0.139,12,4,0.167,0.506,0
0.67,0.175,0.155,10,3,0.535,0.721,0
0.713,0.13,0.157,5,2,0.536,0.79,0
0.707,0.167,0.127,9,1,0.379,0.461,0
0.673,0.213,0.114,9,1,0.937,0.604,0
0.482,0.224,0.178,7,3,0.354,0.916,0
0.779,0.162,0.058,12,4,0.36,0.904,0
0.614,0.161,0.225,4,3,0.311,0.799,0
0.692,0.071,0.177,4,4,0.231,0.81,0
0.378,0.325,0.093,7,1,0.428,0.918,0
0.613,0.217,0.135,0,3,0.713,0.789,1
0.622,0.052,0.242,5,4,0.768,0.472,0
0.718,0.243,0.038,9,3,0.832,0.297,0
0.597,0.326,0.077,12,2,0.278,0.538,0
0.493,0.33,0.177,8,3,0.132,0.27,0
0.802,0.12,0.077,11,1,0.977,0.293,1
0.378,0.054,0.238,5,3,0.113,0.96,0
0.596,0.207,0.039,14,1,0.965,0.741,0
0.329,0.045,0.229,6,1,0.846,0.881,0
0.675,0.308,0.017,3,3,0.921,0.714,0
0.924,0.072,0.004,11,3,0.448,0.535,0
0.496,0.101,0.269,9,3,0.277,0.22,0
0.728,0.131,0.141,0,2,0.646,0.965,1
0.505,0.153,0.106,8,2,0.767,0.257,0
0.707,0.24,0.053,11,4,0.218,0.688,0
0.692,0.153,0.155,5,3,0.818,0.282,0
0.796,0.063,0.141,2,4,0.288,0.427,1
0.313,0.107,0.297,3,4,0.543,0.349,0
0.661,0.138,0.2,9,1,0.871,0.643,1
0.764,0.056,0.18,11,4,0.274,0.91,0
0.513,0.245,0.133,5,3,0.318,0.708,0
0.702,0.18,0.117,5,2,0.156,0.731,0
0.497,0.286,0.205,11,4,0.232,0.927,0
0.692,0.285,0.023,8,4,0.232,0.8,0
0.379,0.365,0.099,3,2,0.283,0.893,0
0.664,0.317,0.019,4,4,0.358,0.533,0
0.678,0.098,0.022,4,3,0.833,0.892,1
0.368,0.053,0.059,2,4,0.924,0.717,1
0.469,0.121,0.146,1,1,0.466,0.308,0
0.309,0.358,0.235,7,4,0.215,0.231,0
0.54,0.334,0.125,9,1,0.301,0.395,0
0.511,0.344,0.101,14,2,0.763,0.503,0
0.719,0.044,0.025,8,2,0.71,0.87,0
0.483,0.36,0.157,9,4,0.97,0.793,0
0.51,0.169,0.081,10,4,0.113,0.964,0
0.813,0.004,0.183,12,2,0.776,0.647,0
0.334,0.177,0.293,8,1,0.555,0.798,0
0.932,0.018,0.033,13,2,0.912,0.42,1
0.761,0.185,0.054,4,2,0.619,0.744,1
0.735,0.13,0.136,10,1,0.502,0.765,0
0.598,0.158,0.243,8,2,0.699,0.879,0
0.66,0.175,0.165,3,4,0.85,0.629,1
0.411,0.332,0.257,1,4,0.354,0.719,0
0.355,0.265,0.1,2,2,0.197,0.362,0
0.468,0.174,0.298,0,4,0.49,0.789,0
0.705,0.27,0.025,4,3,0.293,0.871,0
0.324,0.362,0.016,0,2,0.487,0.675,1
0.699,0.047,0.253,11,3,0.992,0.293,0
0.67,0.143,0.187,10,2,0.617,0.45,0
0.864,0.109,0.026,0,2,0.724,0.58,1
0.665,0.019,0.034,13,3,0.71,0.742,0
0.345,0.267,0.01,10,2,0.839,0.456,0
0.701,0.274,0.025,10,4,0.95,0.872,0
0.719,0.065,0.063,12,3,0.693,0.497,0
0.38,0.325,0.291,6,2,0.528,0.234,0
0.366,0.341,0.2,1,4,0.386,0.835,1
0.61,0.238,0.152,14,3,0.424,0.715,0
0.694,0.096,0.21,7,3,0.401,0.842,0
0.628,0.258,0.114,5,4,0.392,0.479,0
0.714,0.1,0.187,3,2,0.725,0.214,0
0.637,0.201,0.163,8,2,0.629,0.259,0
0.662,0.02,0.094,14,3,0.282,0.289,0
0.601,0.018,0.168,9,1,0.973,0.844,0
0.522,0.288,0.16,7,2,0.485,0.441,0
0.587,0.173,0.24,12,2,0.609,0.998,0
0.679,0.083,0.238,9,4,0.732,0.807,0
0.721,0.076,0.123,2,1,0.652,0.681,1
0.65,0.188,0.161,2,1,0.38,0.987,0
0.61,0.0,0.03,3,3,0.818,0.453,1
0.566,0.252,0.182,13,4,0.199,0.332,0
0.742,0.032,0.111,8,4,0.612,0.79,0
0.714,0.077,0.012,8,2,0.346,0.422,0
0.75,0.146,0.103,4,3,0.654,0.969,0
0.466,0.194,0.183,11,2,0.296,0.99,0
0.659,0.142,0.036,8,1,0.795,0.941,0
0.373,0.128,0.277,5,4,0.305,0.956,0
0.569,0.386,0.023,7,3,0.901,0.693,0
0.545,0.218,0.237,10,2,0.875,0.754,0
0.757,0.009,0.212,7,2,0.426,0.275,0
0.781,0.139,0.08,11,1,0.447,0.81,0
0.607,0.295,0.099,9,4,0.731,0.362,0
0.705,0.104,0.191,14,1,0.181,0.872,0
0.654,0.038,0.18,6,2,0.173,0.969,0
0.596,0.243,0.161,3,4,0.223,0.37,0
0.35,0.242,0.117,3,4,0.606,0.262,0
0.478,0.228,0.146,5,1,0.234,0.587,0
0.553,0.021,0.297,13,4,0.35,0.833,0
0.631,0.056,0.064,8,1,0.682,0.817,0
0.332,0.249,0.125,6,4,0.114,0.757,0
0.398,0.083,0.088,4,4,0.262,0.857,0
0.494,0.202,0.23,4,3,0.937,0.34,0
0.687,0.153,0.161,7,4,0.697,0.722,0
0.532,0.113,0.088,5,2,0.375,0.685,0
0.612,0.364,0.023,0,3,0.141,0.323,0
0.437,0.337,0.003,0,1,0.627,0.532,0
0.636,0.252,0.112,8,2,0.301,0.882,0
0.496,0.031,0.123,7,1,0.964,0.977,0
0.445,0.042,0.297,5,1,0.718,0.732,1
0.662,0.197,0.141,12,2,0.977,0.938,0
0.304,0.064,0.077,0,1,0.864,0.306,1
0.305,0.391,0.267,13,3,0.535,0.98,0
0.453,0.063,0.147,1,2,0.703,0.227,0
0.326,0.195,0.18,9,1,0.831,0.622,0
0.376,0.146,0.029,2,1,0.62,0.433,0
0.537,0.256,0.115,9,4,0.155,0.851,0
0.72,0.043,0.237,11,4,0.523,0.374,0
0.667,0.164,0.169,2,1,0.218,0.209,0
0.659,0.11,0.103,1,2,0.743,0.532,1
0.482,0.339,0.179,11,3,0.713,0.251,0
0.767,0.013,0.22,1,1,0.994,0.432,1
0.563,0.356,0.08,5,1,0.666,0.715,0
0.361,0.333,0.152,6,1,0.82,0.436,0
0.643,0.105,0.253,3,4,0.341,0.397,0
0.38,0.316,0.052,0,2,0.406,0.324,0
0.542,0.012,0.216,5,1,0.925,0.308,0
0.534,0.315,0.15,6,4,0.78,0.621,1
0.687,0.159,0.154,3,1,0.69,0.745,0
0.645,0.121,0.105,5,1,0.329,0.562,0
0.768,0.141,0.091,8,2,0.729,0.299,0
0.811,0.022,0.167,3,4,0.898,0.718,1
0.392,0.396,0.065,11,3,0.308,0.646,0
0.492,0.016,0.126,14,2,0.736,0.505,0
0.576,0.262,0.056,13,3,0.454,0.464,0
0.595,0.177,0.002,9,4,0.207,0.347,0
0.467,0.302,0.231,3,4,0.787,0.317,0
0.804,0.085,0.111,9,3,0.25,0.471,0
0.614,0.163,0.223,11,4,0.328,0.233,0
0.726,0.193,0.042,4,2,0.805,0.549,1
0.517,0.281,0.176,2,1,0.768,0.681,0
0.877,0.027,0.06,9,3,0.329,0.953,0
0.755,0.06,0.185,1,1,0.947,0.701,1
0.732,0.072,0.197,14,3,0.294,0.699,0
0.301,0.295,0.034,8,1,0.994,0.5,0
0.681,0.069,0.25,12,1,0.764,0.307,0
0.336,0.229,0.058,0,2,0.453,0.558,0
0.48,0.086,0.184,4,1,0.217,0.679,0
0.342,0.345,0.296,4,3,0.388,0.779,0
0.53,0.276,0.194,7,1,0.274,0.861,0
0.612,0.163,0.225,5,4,0.66,0.405,0
0.38,0.141,0.103,5,1,0.421,0.393,0
0.569,0.094,0.032,5,1,0.366,0.652,0
0.619,0.02,0.057,3,4,0.781,0.653,0
0.558,0.107,0.15,14,4,0.308,0.374,0
0.385,0.262,0.238,0,3,0.628,0.67,0
0.593,0.213,0.045,2,4,0.275,0.477,0
0.589,0.269,0.141,12,4,0.743,0.711,0
0.35,0.159,0.097,12,3,0.663,0.433,0
0.356,0.278,0.102,14,3,0.818,0.674,0
0.548,0.196,0.199,9,1,0.162,0.815,0
0.735,0.157,0.107,11,2,0.289,0.984,0
0.686,0.096,0.218,10,3,0.239,0.929,0
0.772,0.181,0.047,5,4,0.272,0.603,0
0.553,0.188,0.237,4,1,0.193,0.591,0
0.703,0.278,0.019,9,4,0.606,0.55,0
0.307,0.376,0.058,0,3,0.634,0.222,0
0.694,0.123,0.183,4,2,0.859,0.333,1
0.775,0.014,0.212,1,1,0.476,0.247,1
0.727,0.198,0.076,0,3,0.579,0.757,1
0.743,0.177,0.08,3,3,0.992,0.531,1
0.779,0.065,0.156,5,4,0.579,0.251,1
0.384,0.304,0.063,6,2,0.616,0.752,0
0.594,0.251,0.155,8,3,0.996,0.716,1
0.347,0.378,0.232,4,4,0.995,0.776,0
0.674,0.079,0.044,7,1,0.482,0.68,0
0.399,0.35,0.139,7,4,0.671,0.329,0
0.308,0.282,0.232,10,1,0.533,0.249,0
0.595,0.182,0.101,8,4,0.749,0.854,0
0.507,0.216,0.19,2,2,0.945,0.373,1
0.64,0.34,0.015,2,4,0.379,0.634,1
0.653,0.178,0.169,8,2,0.837,0.588,0
0.331,0.149,0.046,6,2,0.689,0.937,0
0.386,0.197,0.249,14,1,0.352,0.642,0
0.671,0.225,0.104,3,4,0.818,0.664,1
0.54,0.076,0.084,14,4,0.484,0.456,0
0.569,0.253,0.177,0,4,0.208,0.967,0
0.727,0.259,0.014,6,2,0.994,0.69,0
0.706,0.2,0.094,9,3,0.483,0.204,0
0.785,0.04,0.111,5,4,0.587,0.645,0
0.601,0.242,0.085,2,4,0.827,0.491,1
0.705,0.044,0.25,13,3,0.965,0.226,0
0.493,0.031,0.225,4,1,0.886,0.545,0
0.514,0.211,0.019,2,4,0.573,0.819,0
0.694,0.131,0.175,7,3,0.591,0.603,0
0.609,0.234,0.157,4,4,0.353,0.712,0
0.737,0.031,0.232,9,2,0.517,0.712,0
0.767,0.151,0.082,9,3,0.952,0.737,1
0.788,0.061,0.151,5,2,0.754,0.51,1
0.633,0.266,0.101,1,3,0.111,0.496,1
0.602,0.224,0.147,7,1,0.205,0.204,0
0.523,0.275,0.137,8,2,0.931,0.323,0
0.708,0.13,0.062,2,4,0.864,0.961,1
0.56,0.038,0.227,12,3,0.538,0.874,0
0.578,0.313,0.109,14,4,0.655,0.42,0
0.664,0.096,0.24,5,1,0.361,0.521,0
0.759,0.165,0.076,5,3,0.814,0.952,1
0.547,0.253,0.199,1,1,0.643,0.4,0
0.417,0.01,0.282,9,3,0.725,0.626,0
0.535,0.288,0.177,7,2,0.437,0.218,0
0.4,0.215,0.261,4,4,0.487,0.696,0
0.72,0.087,0.194,10,2,0.287,0.944,0
0.542,0.025,0.108,10,2,0.953,0.908,0
0.408,0.065,0.18,7,2,0.952,0.602,0
0.318,0.358,0.047,13,2,0.836,0.72,0
0.634,0.231,0.135,12,3,0.942,0.656,0
0.746,0.1,0.069,13,4,0.699,0.254,0
0.538,0.026,0.223,7,3,0.311,0.327,0
0.35,0.276,0.158,14,3,0.784,0.971,0
0.587,0.229,0.123,11,3,0.393,0.405,0
0.518,0.162,0.081,2,2,0.496,0.508,0
0.635,0.119,0.246,4,1,0.347,0.607,0
0.724,0.087,0.022,6,2,0.481,0.983,0
0.555,0.268,0.013,4,3,0.711,0.752,1
0.453,0.388,0.065,5,2,0.2,0.704,0
0.733,0.052,0.215,1,4,0.195,0.62,1
0.537,0.208,0.255,7,4,0.715,0.761,0
0.681,0.148,0.171,4,2,0.802,0.731,0
0.398,0.179,0.264,5,2,0.596,0.922,0
0.64,0.102,0.064,0,1,0.263,0.633,0
0.319,0.33,0.292,9,2,0.488,0.537,0
0.654,0.194,0.043,1,2,0.782,0.846,1
0.797,0.178,0.025,10,1,0.717,0.84,0
0.569,0.122,0.034,3,2,0.199,0.336,0
0.327,0.073,0.172,10,2,0.972,0.389,0
0.322,0.034,0.234,8,2,0.301,0.967,0
0.572,0.286,0.11,5,2,0.298,0.555,0
0.412,0.078,0.293,7,2,0.514,0.616,0
0.316,0.276,0.13,1,3,0.395,0.448,0
0.805,0.152,0.044,9,2,0.986,0.585,0
0.621,0.166,0.14,14,1,0.169,0.795,0
0.502,0.188,0.204,4,2,0.376,0.586,0
0.701,0.111,0.188,11,3,0.444,0.452,0
0.381,0.04,0.138,11,1,0.544,0.277,0
0.762,0.097,0.14,12,1,0.115,0.943,0
0.52,0.265,0.08,0,2,0.174,0.897,0
0.667,0.193,0.14,3,4,0.332,0.833,0
0.638,0.101,0.261,9,3,0.599,0.755,0
0.816,0.171,0.014,0,4,0.791,0.612,1
0.742,0.058,0.2,10,2,0.718,0.918,0
0.502,0.084,0.169,10,3,0.61,0.833,0
0.92,0.009,0.072,8,4,0.458,0.853,1
0.47,0.295,0.235,1,3,0.884,0.448,1
0.57,0.084,0.145,6,2,0.514,0.539,0
0.538,0.091,0.1,2,3,0.369,0.765,0
0.679,0.112,0.054,13,2,0.666,0.497,0
0.408,0.051,0.073,1,4,0.723,0.595,0
0.576,0.214,0.209,12,3,0.459,0.717,0
0.679,0.03,0.184,3,1,0.125,0.55,0
0.718,0.046,0.236,6,2,0.185,0.834,0
0.73,0.213,0.057,6,3,0.861,0.293,0
0.608,0.136,0.036,8,1,0.151,0.774,0
0.512,0.283,0.002,11,1,0.633,0.316,0
0.482,0.223,0.152,12,1,0.265,0.95,0
0.436,0.102,0.299,2,1,0.306,0.451,0
0.34,0.26,0.208,6,2,0.346,0.836,0
0.54,0.047,0.093,5,3,0.134,0.617,0
0.489,0.215,0.263,9,1,0.26,0.273,0
0.705,0.126,0.169,6,3,0.685,0.666,0
0.69,0.107,0.005,6,3,0.549,0.93,0
0.527,0.235,0.238,9,4,0.818,0.326,0
0.617,0.304,0.079,4,3,0.155,0.457,0
0.397,0.4,0.045,8,2,0.9,0.551,0
0.611,0.243,0.068,6,2,0.997,0.42,0
0.709,0.156,0.135,6,1,0.114,0.955,0
0.642,0.09,0.127,11,3,0.971,0.502,0
0.581,0.103,0.087,13,2,0.312,0.726,0
0.804,0.155,0.042,2,2,0.723,0.379,1
0.709,0.114,0.177,0,2,0.363,0.376,1
0.526,0.261,0.212,13,1,0.57,0.341,0
0.647,0.137,0.216,13,2,0.559,0.548,0
0.734,0.149,0.089,4,3,0.425,0.626,0
0.441,0.153,0.073,7,2,0.746,0.209,0
0.577,0.335,0.065,4,2,0.64,0.866,0
0.328,0.26,0.041,9,1,0.557,0.61,0
0.606,0.235,0.158,2,3,0.985,0.326,1
0.68,0.134,0.182,8,2,0.946,0.254,0
0.459,0.327,0.212,1,3,0.96,0.251,0
0.816,0.013,0.171,14,3,0.893,0.406,0
0.682,0.254,0.064,2,2,0.33,0.599,1
0.726,0.185,0.089,11,1,0.415,0.888,0
0.649,0.154,0.197,3,3,0.308,0.922,1
0.75,0.164,0.086,9,4,0.988,0.866,1
0.391,0.267,0.064,0,2,0.237,0.463,0
0.853,0.005,0.112,10,3,0.43,0.445,0
0.387,0.349,0.082,3,3,0.279,0.99,0
0.807,0.168,0.025,3,3,0.301,0.745,0
0.493,0.137,0.249,8,2,0.322,0.444,0
0.746,0.045,0.209,7,4,0.676,0.463,0
0.799,0.146,0.055,1,3,0.168,0.548,0
0.404,0.199,0.019,12,3,0.615,0.697,0
0.62,0.16,0.22,6,1,0.837,0.918,0
0.747,0.205,0.048,5,2,0.79,0.359,0
0.638,0.168,0.118,6,2,0.236,0.268,0
0.691,0.294,0.015,10,3,0.923,0.525,0
0.698,0.235,0.067,3,1,0.793,0.396,1
0.501,0.287,0.212,13,3,0.105,0.661,0
0.5,0.044,0.241,13,3,0.764,0.759,0
0.442,0.159,0.062,4,2,0.764,0.449,0
0.78,0.126,0.094,5,1,0.547,0.748,0
0.571,0.228,0.04,8,3,0.141,0.475,0
0.642,0.336,0.022,1,2,0.622,0.708,1
0.645,0.031,0.298,10,3,0.789,0.706,0
0.704,0.029,0.197,8,3,0.344,0.423,0
0.643,0.241,0.115,9,1,0.7,0.709,0
0.758,0.065,0.176,0,1,0.419,0.505,0
0.53,0.242,0.228,3,1,0.616,0.469,0
0.657,0.162,0.181,11,3,0.446,0.431,0
0.712,0.284,0.004,4,4,0.373,0.477,0
0.701,0.05,0.056,8,1,0.87,0.829,0
0.796,0.043,0.161,14,4,0.778,0.396,0
0.44,0.223,0.113,5,4,0.411,0.746,1
0.359,0.361,0.281,3,4,0.491,0.92,0
0.711,0.131,0.158,1,2,0.723,0.48,1
0.593,0.128,0.28,4,3,0.83,0.224,0
0.747,0.203,0.051,7,1,0.716,0.22,0
0.594,0.239,0.167,7,3,0.587,0.312,0
0.344,0.335,0.096,5,3,0.959,0.288,0
0.569,0.247,0.184,10,2,0.797,0.798,0
0.614,0.009,0.047,0,2,0.204,0.436,0
0.657,0.045,0.155,14,2,0.602,0.722,0
0.605,0.2,0.195,7,3,0.469,0.234,0
0.674,0.233,0.092,3,4,0.815,0.437,1
0.313,0.114,0.14,14,3,0.14,0.387,0
0.618,0.093,0.289,13,2,0.47,0.422,0
0.639,0.257,0.104,1,3,0.386,0.353,0
0.798,0.022,0.179,0,2,0.227,0.694,1
0.785,0.148,0.016,6,2,0.441,0.73,1
0.394,0.202,0.253,1,1,0.706,0.319,1
0.51,0.224,0.194,12,4,0.426,0.793,0
0.551,0.291,0.121,3,2,0.622,0.4,0
0.855,0.141,0.005,3,1,0.634,0.426,0
0.495,0.245,0.178,12,4,0.628,0.863,0
0.447,0.234,0.004,9,2,0.577,0.921,0
0.816,0.184,0.0,14,4,0.205,0.86,0
0.306,0.256,0.185,0,4,0.297,0.318,0
0.862,0.09,0.049,1,3,0.82,0.999,1
0.774,0.034,0.058,0,1,0.552,0.738,0
0.783,0.042,0.174,5,4,0.735,0.609,0
0.506,0.09,0.016,12,3,0.613,0.964,0
0.31,0.2,0.094,2,4,0.135,0.854,0
0.682,0.281,0.037,0,3,0.817,0.753,1
0.66,0.21,0.13,11,2,0.158,0.871,0
0.614,0.237,0.149,7,2,0.949,0.508,0
0.4,0.14,0.216,13,3,0.294,0.748,0
0.776,0.152,0.072,11,2,0.561,0.352,0
0.82,0.154,0.026,13,2,0.157,0.99,0
0.761,0.077,0.024,3,2,0.905,0.671,1
0.836,0.024,0.128,9,4,0.982,0.851,1
0.632,0.167,0.201,6,3,0.232,0.526,0
0.613,0.332,0.055,9,1,0.366,0.807,0
0.362,0.067,0.077,1,1,0.114,0.51,0
0.641,0.019,0.03,14,3,0.808,0.672,0
0.354,0.312,0.182,5,4,0.38,0.823,0
0.585,0.101,0.204,5,2,0.63,0.293,1
0.527,0.299,0.174,6,2,0.135,0.485,0
0.346,0.282,0.258,11,4,0.744,0.636,0
0.509,0.354,0.137,0,1,0.576,0.467,0
0.378,0.164,0.04,13,3,0.752,0.447,0
0.711,0.218,0.071,11,3,0.811,0.425,0
0.715,0.138,0.147,0,4,0.18,0.382,1
0.351,0.252,0.184,14,2,0.62,0.879,0
0.741,0.138,0.122,1,2,0.685,0.939,0
0.666,0.075,0.205,13,2,0.565,0.76,0
0.51,0.203,0.191,10,3,0.264,0.224,0
0.354,0.211,0.264,1,1,0.816,0.829,0
0.565,0.282,0.153,4,3,0.998,0.626,1
0.619,0.213,0.169,0,4,0.972,0.806,1
0.7,0.234,0.066,10,3,0.8,0.55,0
0.335,0.045,0.203,1,4,0.476,0.233,0
0.351,0.288,0.271,5,3,0.404,0.745,0
0.582,0.2,0.116,2,1,0.162,0.555,0
0.461,0.326,0.213,3,4,0.475,0.899,1
0.441,0.351,0.207,0,2,0.24,0.791,0
0.497,0.022,0.018,4,2,0.329,0.488,0
0.632,0.24,0.128,3,3,0.903,0.779,1
0.946,0.015,0.039,7,3,0.972,0.596,1
0.572,0.144,0.284,2,1,0.954,0.36,1
0.67,0.156,0.175,9,1,0.274,0.536,0
0.525,0.059,0.033,0,2,0.911,0.378,1
0.634,0.299,0.037,13,3,0.227,0.204,0
0.458,0.003,0.178,12,4,0.557,0.397,0
0.748,0.067,0.103,9,1,0.679,0.368,0
0.802,0.189,0.009,4,4,0.516,0.203,0
0.617,0.244,0.139,13,4,0.957,0.827,0
0.533,0.355,0.113,14,1,0.4,0.262,0
0.707,0.265,0.028,0,3,0.575,0.559,0
0.386,0.269,0.241,10,4,0.168,0.534,0
0.681,0.116,0.203,4,3,0.867,0.345,0
0.652,0.001,0.227,8,4,0.472,0.973,0
0.615,0.048,0.247,4,3,0.73,0.683,1
0.71,0.214,0.065,1,3,0.714,0.851,1
0.679,0.249,0.073,12,3,0.709,0.597,0
0.35,0.167,0.063,14,3,0.556,0.778,0
0.599,0.225,0.177,1,1,0.35,0.976,1
0.469,0.209,0.284,9,4,0.663,0.479,0
0.766,0.028,0.206,8,3,0.966,0.603,0
0.72,0.063,0.217,11,2,0.851,0.612,0
0.621,0.242,0.138,13,4,0.198,0.994,0
0.628,0.265,0.106,4,4,0.121,0.386,0
0.578,0.311,0.111,10,3,0.549,0.74,0
0.4,0.047,0.023,7,4,0.798,0.311,0
0.675,0.317,0.008,9,2,0.383,0.942,0
0.49,0.084,0.209,3,2,0.731,0.672,1
0.648,0.005,0.132,1,2,0.939,0.888,0
0.469,0.375,0.156,3,4,0.513,0.916,0
0.394,0.112,0.167,11,4,0.32,0.646,0
0.679,0.245,0.076,10,3,0.926,0.746,0
0.338,0.071,0.143,3,4,0.525,0.759,0
0.688,0.194,0.118,10,4,0.467,0.568,0
0.522,0.361,0.116,8,3,0.418,0.548,0
0.3,0.128,0.246,9,2,0.481,0.349,0
0.62,0.253,0.128,10,3,0.706,0.507,0
0.333,0.075,0.181,5,1,0.49,0.993,0
0.488,0.247,0.265,14,4,0.392,0.416,0
0.668,0.113,0.219,9,4,0.769,0.81,0
0.344,0.084,0.267,14,1,0.283,0.247,0
0.811,0.115,0.074,5,1,0.282,0.574,0
0.303,0.072,0.01,4,1,0.727,0.247,0
0.473,0.361,0.078,5,3,0.88,0.581,0
0.771,0.15,0.079,0,2,0.317,0.222,0
0.521,0.098,0.273,12,3,0.272,0.691,0
0.371,0.179,0.195,4,1,0.703,0.669,0
0.552,0.128,0.025,11,3,0.659,0.838,0
0.489,0.298,0.041,5,4,0.503,0.667,0
0.672,0.293,0.035,7,3,0.186,0.941,0
0.519,0.175,0.189,3,1,0.183,0.826,0
0.601,0.243,0.156,13,4,0.8,0.306,0
0.656,0.161,0.183,4,2,0.507,0.412,1
0.604,0.063,0.282,3,3,0.872,0.221,0
0.736,0.217,0.048,6,3,0.617,0.509,0
0.564,0.205,0.093,9,1,0.657,0.608,0
0.746,0.199,0.055,5,2,0.941,0.957,1
0.363,0.356,0.108,13,4,0.248,0.618,0
0.634,0.143,0.223,3,1,0.589,0.825,0
0.548,0.306,0.146,5,1,0.152,0.414,0
0.523,0.275,0.203,12,3,0.423,0.323,0
0.684,0.18,0.135,3,2,0.233,0.849,0
0.76,0.231,0.008,11,1,0.269,0.398,0
0.303,0.13,0.019,7,3,0.941,0.897,0
0.417,0.393,0.161,10,4,0.65,0.336,0
0.623,0.208,0.168,14,1,0.903,0.881,0
0.766,0.018,0.065,14,4,0.499,0.818,0
0.738,0.099,0.164,2,4,0.638,0.689,0
0.628,0.188,0.184,7,3,0.129,0.88,0
0.869,0.02,0.111,12,2,0.523,0.465,0
0.772,0.009,0.218,1,4,0.608,0.333,0
0.509,0.18,0.121,5,1,0.115,0.326,0
0.374,0.133,0.204,7,2,0.811,0.416,0
0.677,0.14,0.183,0,2,0.366,0.557,1
0.651,0.091,0.258,5,3,0.507,0.901,1
0.334,0.066,0.104,8,1,0.582,0.272,0
0.552,0.276,0.123,14,1,0.993,0.932,0
0.791,0.168,0.041,12,3,0.189,0.94,0
0.65,0.08,0.061,9,3,0.6,0.782,0
0.603,0.128,0.208,9,2,0.578,0.92,0
0.548,0.209,0.243,1,4,0.162,0.816,0
0.446,0.029,0.118,10,4,0.671,0.623,0
0.558,0.059,0.054,12,4,0.358,0.681,0
0.559,0.029,0.086,0,4,0.193,0.703,0
0.337,0.325,0.137,1,1,0.261,0.302,0
0.683,0.246,0.071,4,1,0.841,0.354,0
0.592,0.301,0.07,5,3,0.194,0.619,0
0.633,0.207,0.16,0,3,0.52,0.292,0
0.768,0.23,0.002,6,4,0.276,0.972,0
0.448,0.191,0.162,10,3,0.246,0.606,0
0.606,0.205,0.19,3,1,0.285,0.504,0
0.631,0.015,0.08,8,4,0.544,0.326,0
0.681,0.185,0.134,14,4,0.314,0.533,0
0.451,0.311,0.201,14,1,0.187,0.442,0
0.661,0.171,0.168,14,2,0.821,0.27,0
0.724,0.143,0.133,5,4,0.586,0.974,0
0.507,0.111,0.104,8,3,0.241,0.412,0
0.396,0.257,0.251,0,2,0.524,0.752,0
0.6,0.22,0.18,3,1,0.162,0.273,0
0.648,0.276,0.076,1,2,0.622,0.931,0
0.521,0.137,0.031,5,2,0.406,0.673,0
0.695,0.285,0.02,14,4,0.193,0.725,0
0.577,0.225,0.028,3,2,0.265,0.825,0
0.602,0.266,0.132,8,3,0.411,0.685,0
0.439,0.211,0.015,13,4,0.826,0.257,0
0.75,0.168,0.082,2,1,0.256,0.544,0
0.501,0.231,0.226,0,3,0.199,0.41,0
0.557,0.3,0.088,10,4,0.564,0.589,0
